model,batch_size,seq_len,op_name,shape,count
maskrcnn,1,,aten::flatten,"[[1, 159882, 1], [], []]",50
maskrcnn,1,,aten::flatten,"[[159882, 1, 4], [], []]",50
maskrcnn,1,,aten::floor,[[0]],100
maskrcnn,1,,aten::full,"[[], [], [], [], [], []]",250
maskrcnn,1,,aten::full_like,"[[0, 1], [], [], [], [], [], []]",100
maskrcnn,1,,aten::ge,"[[0], []]",150
maskrcnn,1,,aten::ge,"[[4507], []]",100
maskrcnn,1,,aten::gt,"[[0], []]",50
maskrcnn,1,,aten::index,"[[0, 4], []]",250
maskrcnn,1,,aten::index,"[[0, 5], []]",400
maskrcnn,1,,aten::index,"[[0, 91, 28, 28], []]",50
maskrcnn,1,,aten::index,"[[0], []]",450
maskrcnn,1,,aten::index,"[[1, 159882, 4], []]",50
maskrcnn,1,,aten::index,"[[1, 159882], []]",100
maskrcnn,1,,aten::index,"[[4507, 4], []]",50
maskrcnn,1,,aten::index,"[[4507], []]",100
maskrcnn,1,,aten::index_put_,"[[0, 256, 14, 14], [], [0, 256, 14, 14], []]",200
maskrcnn,1,,aten::index_put_,"[[0, 256, 7, 7], [], [0, 256, 7, 7], []]",200
maskrcnn,1,,aten::lift_fresh,[[3]],100
maskrcnn,1,,aten::lift_fresh,[[]],500
maskrcnn,1,,aten::log2,[[0]],100
maskrcnn,1,,aten::max_pool2d,"[[1, 256, 25, 25], [], [], [], [], []]",50
maskrcnn,1,,aten::max_pool2d,"[[1, 64, 400, 400], [], [], [], [], []]",50
maskrcnn,1,,aten::meshgrid,"[[], []]",250
maskrcnn,1,,aten::mul,"[[0, 256, 14, 14], []]",250
maskrcnn,1,,aten::mul,"[[0, 256, 28, 28], []]",50
maskrcnn,1,,aten::mul,"[[0, 91], [0, 1]]",200
maskrcnn,1,,aten::mul,"[[0], [0]]",100
maskrcnn,1,,aten::mul,"[[0], []]",500
maskrcnn,1,,aten::mul,"[[1, 1024, 1, 1], [1, 1024, 1, 1]]",700
maskrcnn,1,,aten::mul,"[[1, 1024, 50, 50], [1, 1024, 1, 1]]",350
maskrcnn,1,,aten::mul,"[[1, 128, 1, 1], [1, 128, 1, 1]]",800
maskrcnn,1,,aten::mul,"[[1, 128, 100, 100], [1, 128, 1, 1]]",350
maskrcnn,1,,aten::mul,"[[1, 128, 200, 200], [1, 128, 1, 1]]",50
maskrcnn,1,,aten::mul,"[[1, 2048, 1, 1], [1, 2048, 1, 1]]",400
maskrcnn,1,,aten::mul,"[[1, 2048, 25, 25], [1, 2048, 1, 1]]",200
maskrcnn,1,,aten::mul,"[[1, 256, 1, 1], [1, 256, 1, 1]]",1600
maskrcnn,1,,aten::mul,"[[1, 256, 100, 100], [1, 256, 1, 1]]",50
maskrcnn,1,,aten::mul,"[[1, 256, 200, 200], [1, 256, 1, 1]]",200
maskrcnn,1,,aten::mul,"[[1, 256, 50, 50], [1, 256, 1, 1]]",550
maskrcnn,1,,aten::mul,"[[1, 512, 1, 1], [1, 512, 1, 1]]",1100
maskrcnn,1,,aten::mul,"[[1, 512, 100, 100], [1, 512, 1, 1]]",250
maskrcnn,1,,aten::mul,"[[1, 512, 25, 25], [1, 512, 1, 1]]",250
maskrcnn,1,,aten::mul,"[[1, 512, 50, 50], [1, 512, 1, 1]]",50
maskrcnn,1,,aten::mul,"[[1, 64, 1, 1], [1, 64, 1, 1]]",700
maskrcnn,1,,aten::mul,"[[1, 64, 200, 200], [1, 64, 1, 1]]",300
maskrcnn,1,,aten::mul,"[[1, 64, 400, 400], [1, 64, 1, 1]]",50
maskrcnn,1,,aten::mul,"[[100], []]",100
maskrcnn,1,,aten::mul,"[[13], []]",100
maskrcnn,1,,aten::mul,"[[159882, 1], [159882, 1]]",200
maskrcnn,1,,aten::mul,"[[159882], []]",100
maskrcnn,1,,aten::mul,"[[200], []]",100
maskrcnn,1,,aten::mul,"[[25], []]",100
maskrcnn,1,,aten::mul,"[[50], []]",100
maskrcnn,1,,aten::mul,"[[], [0, 91]]",100
maskrcnn,1,,aten::mul,"[[], [159882, 1]]",100
maskrcnn,1,,aten::mul_,"[[0], []]",100
maskrcnn,1,,aten::new_empty,"[[0, 1, 30, 30], [], [], [], [], []]",50
maskrcnn,1,,aten::new_empty,"[[3, 800, 800], [], [], [], [], []]",50
maskrcnn,1,,aten::new_full,"[[3, 800, 800], [], [], [], [], [], []]",50
maskrcnn,1,,aten::pad,"[[0, 1, 28, 28], [], [], []]",50
maskrcnn,1,,aten::permute,"[[1, 3, 1, 100, 100], []]",50
maskrcnn,1,,aten::permute,"[[1, 3, 1, 13, 13], []]",50
maskrcnn,1,,aten::permute,"[[1, 3, 1, 200, 200], []]",50
maskrcnn,1,,aten::permute,"[[1, 3, 1, 25, 25], []]",50
maskrcnn,1,,aten::permute,"[[1, 3, 1, 50, 50], []]",50
maskrcnn,1,,aten::permute,"[[1, 3, 4, 100, 100], []]",50
maskrcnn,1,,aten::permute,"[[1, 3, 4, 13, 13], []]",50
maskrcnn,1,,aten::permute,"[[1, 3, 4, 200, 200], []]",50
maskrcnn,1,,aten::permute,"[[1, 3, 4, 25, 25], []]",50
maskrcnn,1,,aten::permute,"[[1, 3, 4, 50, 50], []]",50
maskrcnn,1,,aten::relu,"[[0, 1024]]",100
maskrcnn,1,,aten::relu_,"[[0, 256, 14, 14]]",200
maskrcnn,1,,aten::relu_,"[[0, 256, 28, 28]]",50
maskrcnn,1,,aten::relu_,"[[1, 1024, 50, 50]]",300
maskrcnn,1,,aten::relu_,"[[1, 128, 100, 100]]",350
maskrcnn,1,,aten::relu_,"[[1, 128, 200, 200]]",50
maskrcnn,1,,aten::relu_,"[[1, 2048, 25, 25]]",150
maskrcnn,1,,aten::relu_,"[[1, 256, 100, 100]]",100
maskrcnn,1,,aten::relu_,"[[1, 256, 13, 13]]",50
maskrcnn,1,,aten::relu_,"[[1, 256, 200, 200]]",200
maskrcnn,1,,aten::relu_,"[[1, 256, 25, 25]]",50
maskrcnn,1,,aten::relu_,"[[1, 256, 50, 50]]",600
maskrcnn,1,,aten::relu_,"[[1, 512, 100, 100]]",200
maskrcnn,1,,aten::relu_,"[[1, 512, 25, 25]]",250
maskrcnn,1,,aten::relu_,"[[1, 512, 50, 50]]",50
maskrcnn,1,,aten::relu_,"[[1, 64, 200, 200]]",300
maskrcnn,1,,aten::relu_,"[[1, 64, 400, 400]]",50
maskrcnn,1,,aten::reshape,"[[0, 182, 2], []]",50
maskrcnn,1,,aten::reshape,"[[0, 363], []]",50
maskrcnn,1,,aten::reshape,"[[0, 90], []]",100
maskrcnn,1,,aten::reshape,"[[0], []]",1750
maskrcnn,1,,aten::reshape,"[[1, 100, 100, 3, 1], []]",50
maskrcnn,1,,aten::reshape,"[[1, 100, 100, 3, 4], []]",50
maskrcnn,1,,aten::reshape,"[[1, 13, 13, 3, 1], []]",50
maskrcnn,1,,aten::reshape,"[[1, 13, 13, 3, 4], []]",50
maskrcnn,1,,aten::reshape,"[[1, 159882, 4], []]",50
maskrcnn,1,,aten::reshape,"[[1, 200, 200, 3, 1], []]",50
maskrcnn,1,,aten::reshape,"[[1, 200, 200, 3, 4], []]",50
maskrcnn,1,,aten::reshape,"[[1, 25, 25, 3, 1], []]",50
maskrcnn,1,,aten::reshape,"[[1, 25, 25, 3, 4], []]",50
maskrcnn,1,,aten::reshape,"[[1, 4507], []]",300
maskrcnn,1,,aten::reshape,"[[1, 50, 50, 3, 1], []]",50
maskrcnn,1,,aten::reshape,"[[1, 50, 50, 3, 4], []]",50
maskrcnn,1,,aten::reshape,"[[100, 100], []]",100
maskrcnn,1,,aten::reshape,"[[10000, 3, 4], []]",50
maskrcnn,1,,aten::reshape,"[[1024], []]",1400
maskrcnn,1,,aten::reshape,"[[128], []]",1600
maskrcnn,1,,aten::reshape,"[[12], []]",250
maskrcnn,1,,aten::reshape,"[[13, 13], []]",100
maskrcnn,1,,aten::reshape,"[[159882, 1], []]",50
maskrcnn,1,,aten::reshape,"[[159882, 4], []]",100
maskrcnn,1,,aten::reshape,"[[159882], []]",50
maskrcnn,1,,aten::reshape,"[[169, 3, 4], []]",50
maskrcnn,1,,aten::reshape,"[[200, 200], []]",100
maskrcnn,1,,aten::reshape,"[[2048], []]",800
maskrcnn,1,,aten::reshape,"[[25, 25], []]",100
maskrcnn,1,,aten::reshape,"[[2500, 3, 4], []]",50
maskrcnn,1,,aten::reshape,"[[256], []]",3850
maskrcnn,1,,aten::reshape,"[[3], []]",250
maskrcnn,1,,aten::reshape,"[[40000, 3, 4], []]",50
maskrcnn,1,,aten::reshape,"[[4507, 2, 2], []]",50
maskrcnn,1,,aten::reshape,"[[50, 50], []]",100
maskrcnn,1,,aten::reshape,"[[512], []]",2200
maskrcnn,1,,aten::reshape,"[[625, 3, 4], []]",50
maskrcnn,1,,aten::reshape,"[[64], []]",1400
maskrcnn,1,,aten::select,"[[0, 1], [], []]",600
maskrcnn,1,,aten::select,"[[0, 4], [], []]",1700
maskrcnn,1,,aten::select,"[[1, 3, 100, 100], [], []]",50
maskrcnn,1,,aten::select,"[[1, 3, 13, 13], [], []]",50
maskrcnn,1,,aten::select,"[[1, 3, 200, 200], [], []]",50
maskrcnn,1,,aten::select,"[[1, 3, 224, 224], [], []]",100
maskrcnn,1,,aten::select,"[[1, 3, 25, 25], [], []]",50
maskrcnn,1,,aten::select,"[[1, 3, 50, 50], [], []]",50
maskrcnn,1,,aten::select,"[[1, 3, 800, 800], [], []]",100
maskrcnn,1,,aten::select,"[[1, 4507, 4], [], []]",50
maskrcnn,1,,aten::select,"[[1, 4507], [], []]",100
maskrcnn,1,,aten::select,"[[159882, 4], [], []]",300
maskrcnn,1,,aten::select,"[[23296], [], []]",50
maskrcnn,1,,aten::select,"[[256], [], []]",250
maskrcnn,1,,aten::select,"[[262144], [], []]",50
maskrcnn,1,,aten::select,"[[4507, 4], [], []]",200
maskrcnn,1,,aten::select,"[[589824], [], []]",200
maskrcnn,1,,aten::select,"[[91], [], []]",50
maskrcnn,1,,aten::sigmoid,"[[0, 91, 28, 28]]",50
maskrcnn,1,,aten::sigmoid,"[[1, 4507]]",50
maskrcnn,1,,aten::slice,"[[0, 1, 28, 29], [], [], [], []]",50
maskrcnn,1,,aten::slice,"[[0, 1, 28, 30], [], [], [], []]",50
maskrcnn,1,,aten::slice,"[[0, 1, 29, 30], [], [], [], []]",50
maskrcnn,1,,aten::slice,"[[0, 1, 30, 30], [], [], [], []]",50
maskrcnn,1,,aten::slice,"[[0, 28, 28], [], [], [], []]",50
maskrcnn,1,,aten::slice,"[[0, 364], [], [], [], []]",600
maskrcnn,1,,aten::slice,"[[0, 4], [], [], [], []]",1700
maskrcnn,1,,aten::slice,"[[0, 91], [], [], [], []]",200
maskrcnn,1,,aten::slice,"[[0], [], [], [], []]",400
maskrcnn,1,,aten::slice,"[[159882, 4], [], [], [], []]",750
maskrcnn,1,,aten::slice,"[[159882], [], [], [], []]",300
maskrcnn,1,,aten::slice,"[[1], [], [], [], []]",50
maskrcnn,1,,aten::slice,"[[3], [], [], [], []]",100
maskrcnn,1,,aten::slice,"[[4507, 4], [], [], [], []]",300
maskrcnn,1,,aten::softmax,"[[0, 91], [], []]",50
maskrcnn,1,,aten::split_with_sizes,"[[0, 1, 28, 28], [], []]",50
maskrcnn,1,,aten::split_with_sizes,"[[0, 364], [], []]",50
maskrcnn,1,,aten::split_with_sizes,"[[0, 91], [], []]",50
maskrcnn,1,,aten::split_with_sizes,"[[1, 159882], [], []]",50
maskrcnn,1,,aten::sqrt,[[0]],100
maskrcnn,1,,aten::stack,"[[], []]",500
maskrcnn,1,,aten::sub,"[[0, 91], [0, 91], []]",100
maskrcnn,1,,aten::sub,"[[0], [0], []]",600
maskrcnn,1,,aten::sub,"[[0], [], []]",100
maskrcnn,1,,aten::sub,"[[1, 1024, 1, 1], [1, 1024, 1, 1], []]",350
maskrcnn,1,,aten::sub,"[[1, 128, 1, 1], [1, 128, 1, 1], []]",400
maskrcnn,1,,aten::sub,"[[1, 2048, 1, 1], [1, 2048, 1, 1], []]",200
maskrcnn,1,,aten::sub,"[[1, 256, 1, 1], [1, 256, 1, 1], []]",800
maskrcnn,1,,aten::sub,"[[1, 512, 1, 1], [1, 512, 1, 1], []]",550
maskrcnn,1,,aten::sub,"[[1, 64, 1, 1], [1, 64, 1, 1], []]",350
maskrcnn,1,,aten::sub,"[[159882, 1], [159882, 1], []]",100
maskrcnn,1,,aten::sub,"[[159882], [159882], []]",100
maskrcnn,1,,aten::sub,"[[3, 224, 224], [3, 1, 1], []]",50
maskrcnn,1,,aten::sub,"[[4507], [4507], []]",100
maskrcnn,1,,aten::to,"[[0, 182], [], [], [], []]",100
maskrcnn,1,,aten::to,"[[0, 256, 14, 14], [], [], [], []]",200
maskrcnn,1,,aten::to,"[[0, 256, 7, 7], [], [], [], []]",200
maskrcnn,1,,aten::to,"[[0, 4], [], [], [], []]",200
maskrcnn,1,,aten::to,"[[0, 91], [], [], [], []]",100
maskrcnn,1,,aten::to,"[[0], [], [], [], []]",300
maskrcnn,1,,aten::to,"[[1, 3, 224, 224], [], [], [], [], [], [], []]",50
maskrcnn,1,,aten::to,"[[159882, 1], [], [], [], []]",100
maskrcnn,1,,aten::to,"[[159882, 4], [], [], [], []]",50
maskrcnn,1,,aten::to,"[[3, 4], [], [], [], [], []]",250
maskrcnn,1,,aten::to,"[[3], [], [], [], [], []]",100
maskrcnn,1,,aten::to,"[[4507, 2], [], [], [], []]",100
maskrcnn,1,,aten::to,"[[], [], [], [], [], []]",500
maskrcnn,1,,aten::topk,"[[1, 120000], [], [], [], []]",50
maskrcnn,1,,aten::topk,"[[1, 1875], [], [], [], []]",50
maskrcnn,1,,aten::topk,"[[1, 30000], [], [], [], []]",50
maskrcnn,1,,aten::topk,"[[1, 507], [], [], [], []]",50
maskrcnn,1,,aten::topk,"[[1, 7500], [], [], [], []]",50
maskrcnn,1,,aten::unbind,"[[0, 1, 30, 30], []]",50
maskrcnn,1,,aten::unbind,"[[0, 1], []]",600
maskrcnn,1,,aten::unbind,"[[0, 4], []]",100
maskrcnn,1,,aten::unbind,"[[1, 3, 224, 224], []]",100
maskrcnn,1,,aten::unbind,"[[1, 4507, 4], []]",50
maskrcnn,1,,aten::unbind,"[[1, 4507], []]",100
maskrcnn,1,,aten::unsqueeze,"[[0, 182], []]",100
maskrcnn,1,,aten::unsqueeze,"[[0, 28, 28], []]",50
maskrcnn,1,,aten::unsqueeze,"[[0, 91], []]",200
maskrcnn,1,,aten::unsqueeze,"[[0], []]",500
maskrcnn,1,,aten::unsqueeze,"[[10000], []]",200
maskrcnn,1,,aten::unsqueeze,"[[159882, 1], []]",200
maskrcnn,1,,aten::unsqueeze,"[[159882], []]",300
maskrcnn,1,,aten::unsqueeze,"[[169], []]",200
maskrcnn,1,,aten::unsqueeze,"[[1], []]",50
maskrcnn,1,,aten::unsqueeze,"[[2500], []]",200
maskrcnn,1,,aten::unsqueeze,"[[3, 1], []]",100
maskrcnn,1,,aten::unsqueeze,"[[3, 224, 224], []]",50
maskrcnn,1,,aten::unsqueeze,"[[3], []]",100
maskrcnn,1,,aten::unsqueeze,"[[40000], []]",200
maskrcnn,1,,aten::unsqueeze,"[[4507, 2], []]",100
maskrcnn,1,,aten::unsqueeze,"[[625], []]",200
maskrcnn,1,,aten::upsample_bilinear2d,"[[1, 3, 224, 224], [], [], []]",50
maskrcnn,1,,aten::upsample_nearest2d,"[[1, 256, 100, 100], [], []]",50
maskrcnn,1,,aten::upsample_nearest2d,"[[1, 256, 25, 25], [], []]",50
maskrcnn,1,,aten::upsample_nearest2d,"[[1, 256, 50, 50], [], []]",50
maskrcnn,1,,aten::view,"[[0, 182, 2], []]",50
maskrcnn,1,,aten::view,"[[0, 256, 14, 14], []]",250
maskrcnn,1,,aten::view,"[[0, 256, 28, 28], []]",50
maskrcnn,1,,aten::view,"[[0, 256, 7, 7], []]",50
maskrcnn,1,,aten::view,"[[0, 363], []]",50
maskrcnn,1,,aten::view,"[[0, 90], []]",100
maskrcnn,1,,aten::view,"[[0, 91, 4], []]",50
maskrcnn,1,,aten::view,"[[0], []]",1750
maskrcnn,1,,aten::view,"[[1, 12, 100, 100], []]",50
maskrcnn,1,,aten::view,"[[1, 12, 13, 13], []]",50
maskrcnn,1,,aten::view,"[[1, 12, 200, 200], []]",50
maskrcnn,1,,aten::view,"[[1, 12, 25, 25], []]",50
maskrcnn,1,,aten::view,"[[1, 12, 50, 50], []]",50
maskrcnn,1,,aten::view,"[[1, 159882, 1], []]",50
maskrcnn,1,,aten::view,"[[1, 159882, 4], []]",50
maskrcnn,1,,aten::view,"[[1, 3, 100, 100], []]",50
maskrcnn,1,,aten::view,"[[1, 3, 13, 13], []]",50
maskrcnn,1,,aten::view,"[[1, 3, 200, 200], []]",50
maskrcnn,1,,aten::view,"[[1, 3, 25, 25], []]",50
maskrcnn,1,,aten::view,"[[1, 3, 50, 50], []]",50
maskrcnn,1,,aten::view,"[[1, 4507], []]",150
maskrcnn,1,,aten::view,"[[10000, 3, 4], []]",50
maskrcnn,1,,aten::view,"[[10000, 4], []]",50
maskrcnn,1,,aten::view,"[[100], []]",100
maskrcnn,1,,aten::view,"[[1024], []]",1400
maskrcnn,1,,aten::view,"[[128], []]",1600
maskrcnn,1,,aten::view,"[[12], []]",250
maskrcnn,1,,aten::view,"[[13], []]",100
maskrcnn,1,,aten::view,"[[159882, 1, 4], []]",100
maskrcnn,1,,aten::view,"[[159882, 1], []]",50
maskrcnn,1,,aten::view,"[[159882, 4], []]",100
maskrcnn,1,,aten::view,"[[159882], []]",50
maskrcnn,1,,aten::view,"[[169, 3, 4], []]",50
maskrcnn,1,,aten::view,"[[169, 4], []]",50
maskrcnn,1,,aten::view,"[[200], []]",100
maskrcnn,1,,aten::view,"[[2048], []]",800
maskrcnn,1,,aten::view,"[[2500, 3, 4], []]",50
maskrcnn,1,,aten::view,"[[2500, 4], []]",50
maskrcnn,1,,aten::view,"[[256], []]",3850
maskrcnn,1,,aten::view,"[[25], []]",100
maskrcnn,1,,aten::view,"[[3, 4], []]",250
maskrcnn,1,,aten::view,"[[3], []]",250
maskrcnn,1,,aten::view,"[[40000, 3, 4], []]",50
maskrcnn,1,,aten::view,"[[40000, 4], []]",50
maskrcnn,1,,aten::view,"[[4507, 2, 2], []]",50
maskrcnn,1,,aten::view,"[[50], []]",100
maskrcnn,1,,aten::view,"[[512], []]",2200
maskrcnn,1,,aten::view,"[[625, 3, 4], []]",50
maskrcnn,1,,aten::view,"[[625, 4], []]",50
maskrcnn,1,,aten::view,"[[64], []]",1400
maskrcnn,1,,aten::view,"[[91], []]",50
maskrcnn,1,,aten::where,[[0]],550
maskrcnn,1,,aten::where,[[4507]],50
maskrcnn,1,,aten::zeros,"[[], [], [], [], []]",500
maskrcnn,1,,aten::zeros_like,"[[0, 4], [], [], [], [], []]",50
maskrcnn,1,,cudadevicesynchronize,[],51
maskrcnn,1,,frozenbatchnorm2d_prof,"[[1, 1024, 50, 50]]",770
maskrcnn,1,,frozenbatchnorm2d_prof,"[[1, 128, 100, 100]]",770
maskrcnn,1,,frozenbatchnorm2d_prof,"[[1, 128, 200, 200]]",110
maskrcnn,1,,frozenbatchnorm2d_prof,"[[1, 2048, 25, 25]]",440
maskrcnn,1,,frozenbatchnorm2d_prof,"[[1, 256, 100, 100]]",110
maskrcnn,1,,frozenbatchnorm2d_prof,"[[1, 256, 200, 200]]",440
maskrcnn,1,,frozenbatchnorm2d_prof,"[[1, 256, 50, 50]]",1210
maskrcnn,1,,frozenbatchnorm2d_prof,"[[1, 512, 100, 100]]",550
maskrcnn,1,,frozenbatchnorm2d_prof,"[[1, 512, 25, 25]]",550
maskrcnn,1,,frozenbatchnorm2d_prof,"[[1, 512, 50, 50]]",110
maskrcnn,1,,frozenbatchnorm2d_prof,"[[1, 64, 200, 200]]",660
maskrcnn,1,,frozenbatchnorm2d_prof,"[[1, 64, 400, 400]]",110
maskrcnn,1,,torchvision::roi_align,"[[1, 256, 100, 100], [0, 5], [], [], [], [], []]",100
maskrcnn,1,,torchvision::roi_align,"[[1, 256, 200, 200], [0, 5], [], [], [], [], []]",100
maskrcnn,1,,torchvision::roi_align,"[[1, 256, 25, 25], [0, 5], [], [], [], [], []]",100
maskrcnn,1,,torchvision::roi_align,"[[1, 256, 50, 50], [0, 5], [], [], [], [], []]",100
segformer,1,,aten::add,"[[1, 1024, 160], [1, 1024, 160], []]",8
segformer,1,,aten::add,"[[1, 16384, 32], [1, 16384, 32], []]",8
segformer,1,,aten::add,"[[1, 256, 256], [1, 256, 256], []]",8
segformer,1,,aten::add,"[[1, 4096, 64], [1, 4096, 64], []]",8
segformer,1,,aten::batch_norm,"[[1, 256, 128, 128], [256], [256], [256], [256], [], [], [], []]",2
segformer,1,,aten::cat,"[[], []]",2
segformer,1,,aten::contiguous,"[[1, 1024, 16, 16], []]",4
segformer,1,,aten::contiguous,"[[1, 1024, 160], []]",2
segformer,1,,aten::contiguous,"[[1, 1024, 5, 32], []]",4
segformer,1,,aten::contiguous,"[[1, 128, 128, 128], []]",4
segformer,1,,aten::contiguous,"[[1, 160, 32, 32], []]",6
segformer,1,,aten::contiguous,"[[1, 16384, 32], []]",2
segformer,1,,aten::contiguous,"[[1, 256, 16, 16], []]",2
segformer,1,,aten::contiguous,"[[1, 256, 160], []]",4
segformer,1,,aten::contiguous,"[[1, 256, 256], []]",2
segformer,1,,aten::contiguous,"[[1, 256, 32], []]",4
segformer,1,,aten::contiguous,"[[1, 256, 64, 64], []]",4
segformer,1,,aten::contiguous,"[[1, 256, 64], []]",4
segformer,1,,aten::contiguous,"[[1, 256, 8, 32], []]",4
segformer,1,,aten::contiguous,"[[1, 32, 128, 128], []]",6
segformer,1,,aten::contiguous,"[[1, 4096, 2, 32], []]",4
segformer,1,,aten::contiguous,"[[1, 4096, 64], []]",2
segformer,1,,aten::contiguous,"[[1, 64, 64, 64], []]",6
segformer,1,,aten::contiguous,"[[1, 640, 32, 32], []]",4
segformer,1,,aten::div,"[[1, 1, 16384, 256], []]",4
segformer,1,,aten::div,"[[1, 2, 4096, 256], []]",4
segformer,1,,aten::div,"[[1, 5, 1024, 256], []]",4
segformer,1,,aten::div,"[[1, 8, 256, 256], []]",4
segformer,1,,aten::dropout,"[[1, 1, 16384, 256], [], []]",4
segformer,1,,aten::dropout,"[[1, 1024, 160], [], []]",8
segformer,1,,aten::dropout,"[[1, 1024, 640], [], []]",4
segformer,1,,aten::dropout,"[[1, 16384, 128], [], []]",4
segformer,1,,aten::dropout,"[[1, 16384, 32], [], []]",8
segformer,1,,aten::dropout,"[[1, 2, 4096, 256], [], []]",4
segformer,1,,aten::dropout,"[[1, 256, 1024], [], []]",4
segformer,1,,aten::dropout,"[[1, 256, 128, 128], [], []]",2
segformer,1,,aten::dropout,"[[1, 256, 256], [], []]",8
segformer,1,,aten::dropout,"[[1, 4096, 256], [], []]",4
segformer,1,,aten::dropout,"[[1, 4096, 64], [], []]",8
segformer,1,,aten::dropout,"[[1, 5, 1024, 256], [], []]",4
segformer,1,,aten::dropout,"[[1, 8, 256, 256], [], []]",4
segformer,1,,aten::flatten,"[[1, 1024, 16, 16], [], []]",4
segformer,1,,aten::flatten,"[[1, 128, 128, 128], [], []]",4
segformer,1,,aten::flatten,"[[1, 160, 32, 32], [], []]",4
segformer,1,,aten::flatten,"[[1, 256, 16, 16], [], []]",4
segformer,1,,aten::flatten,"[[1, 256, 64, 64], [], []]",4
segformer,1,,aten::flatten,"[[1, 32, 128, 128], [], []]",4
segformer,1,,aten::flatten,"[[1, 64, 64, 64], [], []]",4
segformer,1,,aten::flatten,"[[1, 640, 32, 32], [], []]",4
segformer,1,,aten::gelu,"[[1, 1024, 640], []]",4
segformer,1,,aten::gelu,"[[1, 16384, 128], []]",4
segformer,1,,aten::gelu,"[[1, 256, 1024], []]",4
segformer,1,,aten::gelu,"[[1, 4096, 256], []]",4
segformer,1,,aten::layer_norm,"[[1, 1024, 160], [], [160], [160], [], []]",12
segformer,1,,aten::layer_norm,"[[1, 16384, 32], [], [32], [32], [], []]",12
segformer,1,,aten::layer_norm,"[[1, 256, 160], [], [160], [160], [], []]",4
segformer,1,,aten::layer_norm,"[[1, 256, 256], [], [256], [256], [], []]",12
segformer,1,,aten::layer_norm,"[[1, 256, 32], [], [32], [32], [], []]",4
segformer,1,,aten::layer_norm,"[[1, 256, 64], [], [64], [64], [], []]",4
segformer,1,,aten::layer_norm,"[[1, 4096, 64], [], [64], [64], [], []]",12
segformer,1,,aten::permute,"[[1, 1, 16384, 32], []]",4
segformer,1,,aten::permute,"[[1, 1024, 160], []]",4
segformer,1,,aten::permute,"[[1, 1024, 256], []]",2
segformer,1,,aten::permute,"[[1, 1024, 5, 32], []]",4
segformer,1,,aten::permute,"[[1, 128, 128, 32], []]",2
segformer,1,,aten::permute,"[[1, 16, 16, 256], []]",2
segformer,1,,aten::permute,"[[1, 160, 256], []]",4
segformer,1,,aten::permute,"[[1, 16384, 1, 32], []]",4
segformer,1,,aten::permute,"[[1, 16384, 256], []]",2
segformer,1,,aten::permute,"[[1, 16384, 32], []]",4
segformer,1,,aten::permute,"[[1, 2, 4096, 32], []]",4
segformer,1,,aten::permute,"[[1, 256, 1, 32], []]",8
segformer,1,,aten::permute,"[[1, 256, 2, 32], []]",8
segformer,1,,aten::permute,"[[1, 256, 256], []]",2
segformer,1,,aten::permute,"[[1, 256, 5, 32], []]",8
segformer,1,,aten::permute,"[[1, 256, 8, 32], []]",12
segformer,1,,aten::permute,"[[1, 32, 256], []]",4
segformer,1,,aten::permute,"[[1, 32, 32, 160], []]",2
segformer,1,,aten::permute,"[[1, 4096, 2, 32], []]",4
segformer,1,,aten::permute,"[[1, 4096, 256], []]",2
segformer,1,,aten::permute,"[[1, 4096, 64], []]",4
segformer,1,,aten::permute,"[[1, 5, 1024, 32], []]",4
segformer,1,,aten::permute,"[[1, 64, 256], []]",4
segformer,1,,aten::permute,"[[1, 64, 64, 64], []]",2
segformer,1,,aten::permute,"[[1, 8, 256, 32], []]",4
segformer,1,,aten::relu,"[[1, 256, 128, 128]]",2
segformer,1,,aten::reshape,"[[1, 1, 16384, 256], []]",4
segformer,1,,aten::reshape,"[[1, 1, 16384, 32], []]",4
segformer,1,,aten::reshape,"[[1, 1, 256, 32], []]",4
segformer,1,,aten::reshape,"[[1, 1, 32, 256], []]",4
segformer,1,,aten::reshape,"[[1, 1024, 160], []]",16
segformer,1,,aten::reshape,"[[1, 1024, 640], []]",4
segformer,1,,aten::reshape,"[[1, 160, 1024], []]",4
segformer,1,,aten::reshape,"[[1, 160, 16, 16], []]",4
segformer,1,,aten::reshape,"[[1, 16384, 128], []]",4
segformer,1,,aten::reshape,"[[1, 16384, 32], []]",16
segformer,1,,aten::reshape,"[[1, 2, 256, 32], []]",4
segformer,1,,aten::reshape,"[[1, 2, 32, 256], []]",4
segformer,1,,aten::reshape,"[[1, 2, 4096, 256], []]",4
segformer,1,,aten::reshape,"[[1, 2, 4096, 32], []]",4
segformer,1,,aten::reshape,"[[1, 256, 1024], []]",6
segformer,1,,aten::reshape,"[[1, 256, 128, 128], []]",2
segformer,1,,aten::reshape,"[[1, 256, 160], []]",8
segformer,1,,aten::reshape,"[[1, 256, 16384], []]",2
segformer,1,,aten::reshape,"[[1, 256, 256], []]",26
segformer,1,,aten::reshape,"[[1, 256, 32], []]",8
segformer,1,,aten::reshape,"[[1, 256, 4096], []]",2
segformer,1,,aten::reshape,"[[1, 256, 64], []]",8
segformer,1,,aten::reshape,"[[1, 32, 16, 16], []]",4
segformer,1,,aten::reshape,"[[1, 32, 16384], []]",4
segformer,1,,aten::reshape,"[[1, 4096, 256], []]",4
