model,batch_size,seq_len,op_name,shape,count
swin-base,4,,aten::unsqueeze,"[[64, 49, 49], []]",50
swin-base,4,,aten::unsqueeze,"[[64, 49], []]",100
swin-base,4,,aten::unsqueeze,"[[8, 49, 49], []]",100
swin-base,4,,aten::view,"[[12544, 128], []]",200
swin-base,4,,aten::view,"[[12544, 384], []]",100
swin-base,4,,aten::view,"[[12544, 512], []]",100
swin-base,4,,aten::view,"[[12544], []]",500
swin-base,4,,aten::view,"[[128], []]",50
swin-base,4,,aten::view,"[[14, 14], []]",450
swin-base,4,,aten::view,"[[16, 16, 49, 49], []]",1350
swin-base,4,,aten::view,"[[16, 49, 1536], []]",900
swin-base,4,,aten::view,"[[16, 49, 512], []]",2700
swin-base,4,,aten::view,"[[196, 1024], []]",200
swin-base,4,,aten::view,"[[196, 3072], []]",100
swin-base,4,,aten::view,"[[196, 4096], []]",100
swin-base,4,,aten::view,"[[196], []]",600
swin-base,4,,aten::view,"[[2401, 16], []]",900
swin-base,4,,aten::view,"[[2401, 32], []]",100
swin-base,4,,aten::view,"[[2401, 4], []]",100
swin-base,4,,aten::view,"[[2401, 8], []]",100
swin-base,4,,aten::view,"[[2401], []]",1200
swin-base,4,,aten::view,"[[256, 4, 49, 49], []]",150
swin-base,4,,aten::view,"[[256, 49, 128], []]",300
swin-base,4,,aten::view,"[[256, 49, 384], []]",100
swin-base,4,,aten::view,"[[28, 28], []]",50
swin-base,4,,aten::view,"[[3136, 1024], []]",100
swin-base,4,,aten::view,"[[3136, 256], []]",200
swin-base,4,,aten::view,"[[3136, 768], []]",100
swin-base,4,,aten::view,"[[3136], []]",500
swin-base,4,,aten::view,"[[4, 1, 1, 7, 7, 1024], []]",100
swin-base,4,,aten::view,"[[4, 1, 7, 1, 7, 1024], []]",100
swin-base,4,,aten::view,"[[4, 1024, 1, 1], []]",50
swin-base,4,,aten::view,"[[4, 14, 14, 1024], []]",50
swin-base,4,,aten::view,"[[4, 14, 14, 2048], []]",900
swin-base,4,,aten::view,"[[4, 14, 14, 512], []]",1800
swin-base,4,,aten::view,"[[4, 16, 8, 49, 49], []]",50
swin-base,4,,aten::view,"[[4, 28, 28, 1024], []]",100
swin-base,4,,aten::view,"[[4, 28, 28, 256], []]",200
swin-base,4,,aten::view,"[[4, 28, 28, 512], []]",50
swin-base,4,,aten::view,"[[4, 32, 49, 49], []]",100
swin-base,4,,aten::view,"[[4, 4, 16, 49, 49], []]",450
swin-base,4,,aten::view,"[[4, 49, 1024], []]",300
swin-base,4,,aten::view,"[[4, 49, 3072], []]",100
swin-base,4,,aten::view,"[[4, 56, 56, 128], []]",200
swin-base,4,,aten::view,"[[4, 56, 56, 512], []]",100
swin-base,4,,aten::view,"[[4, 64, 4, 49, 49], []]",50
swin-base,4,,aten::view,"[[4, 7, 7, 1024], []]",200
swin-base,4,,aten::view,"[[4, 7, 7, 2048], []]",50
swin-base,4,,aten::view,"[[4, 7, 7, 4096], []]",100
swin-base,4,,aten::view,"[[56, 56], []]",50
swin-base,4,,aten::view,"[[64, 49, 256], []]",300
swin-base,4,,aten::view,"[[64, 49, 768], []]",100
swin-base,4,,aten::view,"[[64, 8, 49, 49], []]",150
swin-base,4,,aten::view,"[[784, 1536], []]",900
swin-base,4,,aten::view,"[[784, 2048], []]",900
swin-base,4,,aten::view,"[[784, 512], []]",1800
swin-base,4,,aten::view,"[[784], []]",3700
swin-base,4,,cudadevicesynchronize,[],51
swin-base,8,,aten::adaptive_avg_pool2d,"[[8, 1024, 7, 7], []]",50
swin-base,8,,aten::add,"[[128, 8, 49, 49], [1, 8, 49, 49], []]",100
swin-base,8,,aten::add,"[[32, 16, 49, 49], [1, 16, 49, 49], []]",900
swin-base,8,,aten::add,"[[512, 4, 49, 49], [1, 4, 49, 49], []]",100
swin-base,8,,aten::add,"[[8, 14, 14, 512], [8, 14, 14, 512], []]",1800
swin-base,8,,aten::add,"[[8, 16, 8, 49, 49], [1, 16, 1, 49, 49], []]",50
swin-base,8,,aten::add,"[[8, 28, 28, 256], [8, 28, 28, 256], []]",200
swin-base,8,,aten::add,"[[8, 32, 49, 49], [1, 32, 49, 49], []]",100
swin-base,8,,aten::add,"[[8, 4, 16, 49, 49], [1, 4, 1, 49, 49], []]",450
swin-base,8,,aten::add,"[[8, 56, 56, 128], [8, 56, 56, 128], []]",200
swin-base,8,,aten::add,"[[8, 64, 4, 49, 49], [1, 64, 1, 49, 49], []]",50
swin-base,8,,aten::add,"[[8, 7, 7, 1024], [8, 7, 7, 1024], []]",200
swin-base,8,,aten::cat,"[[], []]",150
swin-base,8,,aten::contiguous,"[[16, 49, 49], []]",900
swin-base,8,,aten::contiguous,"[[32, 49, 49], []]",100
swin-base,8,,aten::contiguous,"[[4, 49, 49], []]",100
swin-base,8,,aten::contiguous,"[[8, 49, 49], []]",100
swin-base,8,,aten::contiguous,"[[8, 56, 56, 128], []]",50
swin-base,8,,aten::dropout,"[[128, 49, 256], [], []]",100
swin-base,8,,aten::dropout,"[[128, 8, 49, 49], [], []]",100
swin-base,8,,aten::dropout,"[[32, 16, 49, 49], [], []]",900
swin-base,8,,aten::dropout,"[[32, 49, 512], [], []]",900
swin-base,8,,aten::dropout,"[[512, 4, 49, 49], [], []]",100
swin-base,8,,aten::dropout,"[[512, 49, 128], [], []]",100
swin-base,8,,aten::dropout,"[[8, 14, 14, 2048], [], []]",900
swin-base,8,,aten::dropout,"[[8, 14, 14, 512], [], []]",900
swin-base,8,,aten::dropout,"[[8, 28, 28, 1024], [], []]",100
swin-base,8,,aten::dropout,"[[8, 28, 28, 256], [], []]",100
swin-base,8,,aten::dropout,"[[8, 32, 49, 49], [], []]",100
swin-base,8,,aten::dropout,"[[8, 49, 1024], [], []]",100
swin-base,8,,aten::dropout,"[[8, 56, 56, 128], [], []]",100
swin-base,8,,aten::dropout,"[[8, 56, 56, 512], [], []]",100
swin-base,8,,aten::dropout,"[[8, 7, 7, 1024], [], []]",100
swin-base,8,,aten::dropout,"[[8, 7, 7, 4096], [], []]",100
swin-base,8,,aten::eq,"[[16, 49, 49], []]",50
swin-base,8,,aten::eq,"[[4, 49, 49], []]",450
swin-base,8,,aten::eq,"[[64, 49, 49], []]",50
swin-base,8,,aten::fill_,"[[14, 14], []]",450
swin-base,8,,aten::fill_,"[[21, 21], []]",50
swin-base,8,,aten::fill_,"[[21, 3], []]",50
swin-base,8,,aten::fill_,"[[21, 4], []]",50
swin-base,8,,aten::fill_,"[[28, 28], []]",50
swin-base,8,,aten::fill_,"[[3, 21], []]",50
swin-base,8,,aten::fill_,"[[3, 3], []]",550
swin-base,8,,aten::fill_,"[[3, 49], []]",50
swin-base,8,,aten::fill_,"[[3, 4], []]",550
swin-base,8,,aten::fill_,"[[3, 7], []]",450
swin-base,8,,aten::fill_,"[[4, 21], []]",50
swin-base,8,,aten::fill_,"[[4, 3], []]",550
swin-base,8,,aten::fill_,"[[4, 49], []]",50
swin-base,8,,aten::fill_,"[[4, 4], []]",550
swin-base,8,,aten::fill_,"[[4, 7], []]",450
swin-base,8,,aten::fill_,"[[49, 3], []]",50
swin-base,8,,aten::fill_,"[[49, 49], []]",50
swin-base,8,,aten::fill_,"[[49, 4], []]",50
swin-base,8,,aten::fill_,"[[56, 56], []]",50
swin-base,8,,aten::fill_,"[[7, 3], []]",450
swin-base,8,,aten::fill_,"[[7, 4], []]",450
swin-base,8,,aten::fill_,"[[7, 7], []]",450
swin-base,8,,aten::flatten,"[[8, 1024, 1, 1], [], []]",50
swin-base,8,,aten::gelu,"[[8, 14, 14, 2048], []]",900
swin-base,8,,aten::gelu,"[[8, 28, 28, 1024], []]",100
swin-base,8,,aten::gelu,"[[8, 56, 56, 512], []]",100
swin-base,8,,aten::gelu,"[[8, 7, 7, 4096], []]",100
swin-base,8,,aten::index,"[[169, 16], []]",900
swin-base,8,,aten::index,"[[169, 32], []]",100
swin-base,8,,aten::index,"[[169, 4], []]",100
swin-base,8,,aten::index,"[[169, 8], []]",100
swin-base,8,,aten::layer_norm,"[[8, 14, 14, 1024], [], [1024], [1024], [], []]",50
swin-base,8,,aten::layer_norm,"[[8, 14, 14, 512], [], [512], [512], [], []]",1800
swin-base,8,,aten::layer_norm,"[[8, 28, 28, 256], [], [256], [256], [], []]",200
swin-base,8,,aten::layer_norm,"[[8, 28, 28, 512], [], [512], [512], [], []]",50
swin-base,8,,aten::layer_norm,"[[8, 56, 56, 128], [], [128], [128], [], []]",250
swin-base,8,,aten::layer_norm,"[[8, 7, 7, 1024], [], [1024], [1024], [], []]",250
swin-base,8,,aten::layer_norm,"[[8, 7, 7, 2048], [], [2048], [2048], [], []]",50
swin-base,8,,aten::lift_fresh,[[]],4950
swin-base,8,,aten::masked_fill,"[[16, 49, 49], [16, 49, 49], []]",100
swin-base,8,,aten::masked_fill,"[[4, 49, 49], [4, 49, 49], []]",900
swin-base,8,,aten::masked_fill,"[[64, 49, 49], [64, 49, 49], []]",100
swin-base,8,,aten::mul,"[[128, 8, 49, 32], []]",100
swin-base,8,,aten::mul,"[[32, 16, 49, 32], []]",900
swin-base,8,,aten::mul,"[[512, 4, 49, 32], []]",100
swin-base,8,,aten::mul,"[[8, 32, 49, 32], []]",100
swin-base,8,,aten::ne,"[[16, 49, 49], []]",50
swin-base,8,,aten::ne,"[[4, 49, 49], []]",450
swin-base,8,,aten::ne,"[[64, 49, 49], []]",50
swin-base,8,,aten::new_zeros,"[[128, 49, 256], [], [], [], [], []]",50
swin-base,8,,aten::new_zeros,"[[32, 49, 512], [], [], [], [], []]",450
swin-base,8,,aten::new_zeros,"[[512, 49, 128], [], [], [], [], []]",50
swin-base,8,,aten::pad,"[[8, 14, 14, 512], [], [], []]",950
swin-base,8,,aten::pad,"[[8, 28, 28, 256], [], [], []]",150
swin-base,8,,aten::pad,"[[8, 56, 56, 128], [], [], []]",150
swin-base,8,,aten::pad,"[[8, 7, 7, 1024], [], [], []]",100
swin-base,8,,aten::permute,"[[128, 49, 3, 8, 32], []]",100
swin-base,8,,aten::permute,"[[2, 7, 2, 7], []]",450
swin-base,8,,aten::permute,"[[32, 49, 3, 16, 32], []]",900
swin-base,8,,aten::permute,"[[4, 7, 4, 7], []]",50
swin-base,8,,aten::permute,"[[49, 49, 16], []]",900
swin-base,8,,aten::permute,"[[49, 49, 32], []]",100
swin-base,8,,aten::permute,"[[49, 49, 4], []]",100
swin-base,8,,aten::permute,"[[49, 49, 8], []]",100
swin-base,8,,aten::permute,"[[512, 49, 3, 4, 32], []]",100
swin-base,8,,aten::permute,"[[8, 1, 1, 7, 7, 1024], []]",100
swin-base,8,,aten::permute,"[[8, 1, 7, 1, 7, 1024], []]",100
swin-base,8,,aten::permute,"[[8, 128, 56, 56], []]",50
swin-base,8,,aten::permute,"[[8, 2, 2, 7, 7, 512], []]",900
swin-base,8,,aten::permute,"[[8, 2, 7, 2, 7, 512], []]",900
swin-base,8,,aten::permute,"[[8, 4, 4, 7, 7, 256], []]",100
swin-base,8,,aten::permute,"[[8, 4, 7, 4, 7, 256], []]",100
swin-base,8,,aten::permute,"[[8, 49, 3, 32, 32], []]",100
swin-base,8,,aten::permute,"[[8, 7, 7, 1024], []]",50
swin-base,8,,aten::permute,"[[8, 7, 8, 7], []]",50
swin-base,8,,aten::permute,"[[8, 8, 7, 8, 7, 128], []]",100
swin-base,8,,aten::permute,"[[8, 8, 8, 7, 7, 128], []]",100
swin-base,8,,aten::reshape,"[[128, 49, 256], []]",200
swin-base,8,,aten::reshape,"[[128, 49, 768], []]",100
swin-base,8,,aten::reshape,"[[128, 49, 8, 32], []]",100
swin-base,8,,aten::reshape,"[[128, 8, 32, 49], []]",100
swin-base,8,,aten::reshape,"[[128, 8, 49, 32], []]",200
swin-base,8,,aten::reshape,"[[128, 8, 49, 49], []]",100
swin-base,8,,aten::reshape,"[[128], []]",50
swin-base,8,,aten::reshape,"[[2, 2, 7, 7], []]",450
swin-base,8,,aten::reshape,"[[2401], []]",1200
swin-base,8,,aten::reshape,"[[32, 16, 32, 49], []]",900
swin-base,8,,aten::reshape,"[[32, 16, 49, 32], []]",1800
swin-base,8,,aten::reshape,"[[32, 16, 49, 49], []]",900
swin-base,8,,aten::reshape,"[[32, 49, 1536], []]",900
swin-base,8,,aten::reshape,"[[32, 49, 16, 32], []]",900
swin-base,8,,aten::reshape,"[[32, 49, 512], []]",1800
swin-base,8,,aten::reshape,"[[4, 4, 7, 7], []]",50
swin-base,8,,aten::reshape,"[[512, 4, 32, 49], []]",100
swin-base,8,,aten::reshape,"[[512, 4, 49, 32], []]",200
swin-base,8,,aten::reshape,"[[512, 4, 49, 49], []]",100
swin-base,8,,aten::reshape,"[[512, 49, 128], []]",200
swin-base,8,,aten::reshape,"[[512, 49, 384], []]",100
swin-base,8,,aten::reshape,"[[512, 49, 4, 32], []]",100
swin-base,8,,aten::reshape,"[[8, 1, 1, 7, 7, 1024], []]",100
swin-base,8,,aten::reshape,"[[8, 1, 7, 1, 7, 1024], []]",100
swin-base,8,,aten::reshape,"[[8, 14, 14, 1024], []]",50
swin-base,8,,aten::reshape,"[[8, 14, 14, 2048], []]",900
swin-base,8,,aten::reshape,"[[8, 14, 14, 512], []]",900
swin-base,8,,aten::reshape,"[[8, 2, 2, 7, 7, 512], []]",900
swin-base,8,,aten::reshape,"[[8, 2, 7, 2, 7, 512], []]",900
swin-base,8,,aten::reshape,"[[8, 28, 28, 1024], []]",100
swin-base,8,,aten::reshape,"[[8, 28, 28, 256], []]",100
swin-base,8,,aten::reshape,"[[8, 28, 28, 512], []]",50
swin-base,8,,aten::reshape,"[[8, 32, 32, 49], []]",100
swin-base,8,,aten::reshape,"[[8, 32, 49, 32], []]",200
swin-base,8,,aten::reshape,"[[8, 32, 49, 49], []]",100
swin-base,8,,aten::reshape,"[[8, 4, 4, 7, 7, 256], []]",100
swin-base,8,,aten::reshape,"[[8, 4, 7, 4, 7, 256], []]",100
swin-base,8,,aten::reshape,"[[8, 49, 1024], []]",200
swin-base,8,,aten::reshape,"[[8, 49, 3072], []]",100
swin-base,8,,aten::reshape,"[[8, 49, 32, 32], []]",100
swin-base,8,,aten::reshape,"[[8, 56, 56, 128], []]",100
swin-base,8,,aten::reshape,"[[8, 56, 56, 512], []]",100
swin-base,8,,aten::reshape,"[[8, 7, 7, 1024], []]",100
swin-base,8,,aten::reshape,"[[8, 7, 7, 2048], []]",50
swin-base,8,,aten::reshape,"[[8, 7, 7, 4096], []]",100
swin-base,8,,aten::reshape,"[[8, 8, 7, 7], []]",50
swin-base,8,,aten::reshape,"[[8, 8, 7, 8, 7, 128], []]",100
swin-base,8,,aten::reshape,"[[8, 8, 8, 7, 7, 128], []]",100
swin-base,8,,aten::roll,"[[8, 14, 14, 512], [], []]",2700
swin-base,8,,aten::roll,"[[8, 28, 28, 256], [], []]",300
swin-base,8,,aten::roll,"[[8, 56, 56, 128], [], []]",300
swin-base,8,,aten::select,"[[3, 128, 8, 49, 32], [], []]",300
swin-base,8,,aten::select,"[[3, 32, 16, 49, 32], [], []]",2700
swin-base,8,,aten::select,"[[3, 512, 4, 49, 32], [], []]",300
swin-base,8,,aten::select,"[[3, 8, 32, 49, 32], [], []]",300
swin-base,8,,aten::slice,"[[14, 14], [], [], [], []]",4050
swin-base,8,,aten::slice,"[[21, 28], [], [], [], []]",150
swin-base,8,,aten::slice,"[[28, 28], [], [], [], []]",450
swin-base,8,,aten::slice,"[[3, 14], [], [], [], []]",1350
swin-base,8,,aten::slice,"[[3, 28], [], [], [], []]",150
swin-base,8,,aten::slice,"[[3, 56], [], [], [], []]",150
swin-base,8,,aten::slice,"[[4, 14], [], [], [], []]",1350
swin-base,8,,aten::slice,"[[4, 28], [], [], [], []]",150
swin-base,8,,aten::slice,"[[4, 56], [], [], [], []]",150
swin-base,8,,aten::slice,"[[49, 56], [], [], [], []]",150
swin-base,8,,aten::slice,"[[56, 56], [], [], [], []]",450
swin-base,8,,aten::slice,"[[7, 14], [], [], [], []]",1350
swin-base,8,,aten::slice,"[[8, 14, 14, 256], [], [], [], []]",200
swin-base,8,,aten::slice,"[[8, 14, 14, 512], [], [], [], []]",2000
swin-base,8,,aten::slice,"[[8, 14, 28, 256], [], [], [], []]",200
swin-base,8,,aten::slice,"[[8, 28, 28, 128], [], [], [], []]",200
swin-base,8,,aten::slice,"[[8, 28, 28, 256], [], [], [], []]",400
swin-base,8,,aten::slice,"[[8, 28, 56, 128], [], [], [], []]",200
swin-base,8,,aten::slice,"[[8, 56, 56, 128], [], [], [], []]",400
swin-base,8,,aten::slice,"[[8, 7, 14, 512], [], [], [], []]",200
swin-base,8,,aten::slice,"[[8, 7, 7, 1024], [], [], [], []]",200
swin-base,8,,aten::slice,"[[8, 7, 7, 512], [], [], [], []]",200
swin-base,8,,aten::softmax,"[[128, 8, 49, 49], [], []]",100
swin-base,8,,aten::softmax,"[[32, 16, 49, 49], [], []]",900
swin-base,8,,aten::softmax,"[[512, 4, 49, 49], [], []]",100
swin-base,8,,aten::softmax,"[[8, 32, 49, 49], [], []]",100
swin-base,8,,aten::sub,"[[16, 1, 49], [16, 49, 1], []]",50
swin-base,8,,aten::sub,"[[4, 1, 49], [4, 49, 1], []]",450
swin-base,8,,aten::sub,"[[64, 1, 49], [64, 49, 1], []]",50
swin-base,8,,aten::transpose,"[[1000, 1024], [], []]",50
swin-base,8,,aten::transpose,"[[1024, 1024], [], []]",100
swin-base,8,,aten::transpose,"[[1024, 2048], [], []]",50
swin-base,8,,aten::transpose,"[[1024, 256], [], []]",100
swin-base,8,,aten::transpose,"[[1024, 4096], [], []]",100
swin-base,8,,aten::transpose,"[[128, 128], [], []]",100
swin-base,8,,aten::transpose,"[[128, 512], [], []]",100
swin-base,8,,aten::transpose,"[[128, 8, 49, 32], [], []]",200
swin-base,8,,aten::transpose,"[[1536, 512], [], []]",900
swin-base,8,,aten::transpose,"[[2048, 512], [], []]",900
swin-base,8,,aten::transpose,"[[256, 1024], [], []]",100
swin-base,8,,aten::transpose,"[[256, 256], [], []]",100
swin-base,8,,aten::transpose,"[[256, 512], [], []]",50
swin-base,8,,aten::transpose,"[[3072, 1024], [], []]",100
swin-base,8,,aten::transpose,"[[32, 16, 49, 32], [], []]",1800
swin-base,8,,aten::transpose,"[[384, 128], [], []]",100
swin-base,8,,aten::transpose,"[[4096, 1024], [], []]",100
swin-base,8,,aten::transpose,"[[512, 1024], [], []]",50
swin-base,8,,aten::transpose,"[[512, 128], [], []]",100
swin-base,8,,aten::transpose,"[[512, 2048], [], []]",900
swin-base,8,,aten::transpose,"[[512, 4, 49, 32], [], []]",200
swin-base,8,,aten::transpose,"[[512, 512], [], []]",900
swin-base,8,,aten::transpose,"[[768, 256], [], []]",100
swin-base,8,,aten::transpose,"[[8, 32, 49, 32], [], []]",200
swin-base,8,,aten::unsqueeze,"[[16, 1, 49, 49], []]",50
swin-base,8,,aten::unsqueeze,"[[16, 49, 49], []]",950
swin-base,8,,aten::unsqueeze,"[[16, 49], []]",100
swin-base,8,,aten::unsqueeze,"[[32, 49, 49], []]",100
swin-base,8,,aten::unsqueeze,"[[4, 1, 49, 49], []]",450
swin-base,8,,aten::unsqueeze,"[[4, 49, 49], []]",550
swin-base,8,,aten::unsqueeze,"[[4, 49], []]",900
swin-base,8,,aten::unsqueeze,"[[64, 1, 49, 49], []]",50
swin-base,8,,aten::unsqueeze,"[[64, 49, 49], []]",50
swin-base,8,,aten::unsqueeze,"[[64, 49], []]",100
swin-base,8,,aten::unsqueeze,"[[8, 49, 49], []]",100
swin-base,8,,aten::view,"[[128, 49, 256], []]",300
swin-base,8,,aten::view,"[[128, 49, 768], []]",100
swin-base,8,,aten::view,"[[128, 8, 49, 49], []]",150
swin-base,8,,aten::view,"[[128], []]",50
swin-base,8,,aten::view,"[[14, 14], []]",450
swin-base,8,,aten::view,"[[1568, 1536], []]",900
swin-base,8,,aten::view,"[[1568, 2048], []]",900
swin-base,8,,aten::view,"[[1568, 512], []]",1800
swin-base,8,,aten::view,"[[1568], []]",3700
swin-base,8,,aten::view,"[[2401, 16], []]",900
swin-base,8,,aten::view,"[[2401, 32], []]",100
swin-base,8,,aten::view,"[[2401, 4], []]",100
swin-base,8,,aten::view,"[[2401, 8], []]",100
swin-base,8,,aten::view,"[[2401], []]",1200
swin-base,8,,aten::view,"[[25088, 128], []]",200
swin-base,8,,aten::view,"[[25088, 384], []]",100
swin-base,8,,aten::view,"[[25088, 512], []]",100
swin-base,8,,aten::view,"[[25088], []]",500
swin-base,8,,aten::view,"[[28, 28], []]",50
swin-base,8,,aten::view,"[[32, 16, 49, 49], []]",1350
swin-base,8,,aten::view,"[[32, 49, 1536], []]",900
swin-base,8,,aten::view,"[[32, 49, 512], []]",2700
swin-base,8,,aten::view,"[[392, 1024], []]",200
swin-base,8,,aten::view,"[[392, 3072], []]",100
swin-base,8,,aten::view,"[[392, 4096], []]",100
swin-base,8,,aten::view,"[[392], []]",600
swin-base,8,,aten::view,"[[512, 4, 49, 49], []]",150
swin-base,8,,aten::view,"[[512, 49, 128], []]",300
swin-base,8,,aten::view,"[[512, 49, 384], []]",100
swin-base,8,,aten::view,"[[56, 56], []]",50
swin-base,8,,aten::view,"[[6272, 1024], []]",100
swin-base,8,,aten::view,"[[6272, 256], []]",200
swin-base,8,,aten::view,"[[6272, 768], []]",100
swin-base,8,,aten::view,"[[6272], []]",500
swin-base,8,,aten::view,"[[8, 1, 1, 7, 7, 1024], []]",100
swin-base,8,,aten::view,"[[8, 1, 7, 1, 7, 1024], []]",100
swin-base,8,,aten::view,"[[8, 1024, 1, 1], []]",50
swin-base,8,,aten::view,"[[8, 14, 14, 1024], []]",50
swin-base,8,,aten::view,"[[8, 14, 14, 2048], []]",900
swin-base,8,,aten::view,"[[8, 14, 14, 512], []]",1800
swin-base,8,,aten::view,"[[8, 16, 8, 49, 49], []]",50
swin-base,8,,aten::view,"[[8, 28, 28, 1024], []]",100
swin-base,8,,aten::view,"[[8, 28, 28, 256], []]",200
swin-base,8,,aten::view,"[[8, 28, 28, 512], []]",50
swin-base,8,,aten::view,"[[8, 32, 49, 49], []]",100
swin-base,8,,aten::view,"[[8, 4, 16, 49, 49], []]",450
swin-base,8,,aten::view,"[[8, 49, 1024], []]",300
swin-base,8,,aten::view,"[[8, 49, 3072], []]",100
swin-base,8,,aten::view,"[[8, 56, 56, 128], []]",200
swin-base,8,,aten::view,"[[8, 56, 56, 512], []]",100
swin-base,8,,aten::view,"[[8, 64, 4, 49, 49], []]",50
swin-base,8,,aten::view,"[[8, 7, 7, 1024], []]",200
swin-base,8,,aten::view,"[[8, 7, 7, 2048], []]",50
swin-base,8,,aten::view,"[[8, 7, 7, 4096], []]",100
swin-base,8,,cudadevicesynchronize,[],51
swin-small,1,,aten::adaptive_avg_pool2d,"[[1, 768, 7, 7], []]",50
swin-small,1,,aten::add,"[[1, 14, 14, 384], [1, 14, 14, 384], []]",1800
swin-small,1,,aten::add,"[[1, 16, 6, 49, 49], [1, 16, 1, 49, 49], []]",50
swin-small,1,,aten::add,"[[1, 24, 49, 49], [1, 24, 49, 49], []]",100
swin-small,1,,aten::add,"[[1, 28, 28, 192], [1, 28, 28, 192], []]",200
swin-small,1,,aten::add,"[[1, 4, 12, 49, 49], [1, 4, 1, 49, 49], []]",450
swin-small,1,,aten::add,"[[1, 56, 56, 96], [1, 56, 56, 96], []]",200
swin-small,1,,aten::add,"[[1, 64, 3, 49, 49], [1, 64, 1, 49, 49], []]",50
swin-small,1,,aten::add,"[[1, 7, 7, 768], [1, 7, 7, 768], []]",200
swin-small,1,,aten::add,"[[16, 6, 49, 49], [1, 6, 49, 49], []]",100
swin-small,1,,aten::add,"[[4, 12, 49, 49], [1, 12, 49, 49], []]",900
swin-small,1,,aten::add,"[[64, 3, 49, 49], [1, 3, 49, 49], []]",100
swin-small,1,,aten::cat,"[[], []]",150
swin-small,1,,aten::contiguous,"[[1, 56, 56, 96], []]",50
swin-small,1,,aten::contiguous,"[[12, 49, 49], []]",900
swin-small,1,,aten::contiguous,"[[24, 49, 49], []]",100
swin-small,1,,aten::contiguous,"[[3, 49, 49], []]",100
swin-small,1,,aten::contiguous,"[[6, 49, 49], []]",100
swin-small,1,,aten::dropout,"[[1, 14, 14, 1536], [], []]",900
swin-small,1,,aten::dropout,"[[1, 14, 14, 384], [], []]",900
swin-small,1,,aten::dropout,"[[1, 24, 49, 49], [], []]",100
swin-small,1,,aten::dropout,"[[1, 28, 28, 192], [], []]",100
swin-small,1,,aten::dropout,"[[1, 28, 28, 768], [], []]",100
swin-small,1,,aten::dropout,"[[1, 49, 768], [], []]",100
swin-small,1,,aten::dropout,"[[1, 56, 56, 384], [], []]",100
swin-small,1,,aten::dropout,"[[1, 56, 56, 96], [], []]",100
swin-small,1,,aten::dropout,"[[1, 7, 7, 3072], [], []]",100
swin-small,1,,aten::dropout,"[[1, 7, 7, 768], [], []]",100
swin-small,1,,aten::dropout,"[[16, 49, 192], [], []]",100
swin-small,1,,aten::dropout,"[[16, 6, 49, 49], [], []]",100
swin-small,1,,aten::dropout,"[[4, 12, 49, 49], [], []]",900
swin-small,1,,aten::dropout,"[[4, 49, 384], [], []]",900
swin-small,1,,aten::dropout,"[[64, 3, 49, 49], [], []]",100
swin-small,1,,aten::dropout,"[[64, 49, 96], [], []]",100
swin-small,1,,aten::eq,"[[16, 49, 49], []]",50
swin-small,1,,aten::eq,"[[4, 49, 49], []]",450
swin-small,1,,aten::eq,"[[64, 49, 49], []]",50
swin-small,1,,aten::fill_,"[[14, 14], []]",450
swin-small,1,,aten::fill_,"[[21, 21], []]",50
swin-small,1,,aten::fill_,"[[21, 3], []]",50
swin-small,1,,aten::fill_,"[[21, 4], []]",50
swin-small,1,,aten::fill_,"[[28, 28], []]",50
swin-small,1,,aten::fill_,"[[3, 21], []]",50
swin-small,1,,aten::fill_,"[[3, 3], []]",550
swin-small,1,,aten::fill_,"[[3, 49], []]",50
swin-small,1,,aten::fill_,"[[3, 4], []]",550
swin-small,1,,aten::fill_,"[[3, 7], []]",450
swin-small,1,,aten::fill_,"[[4, 21], []]",50
swin-small,1,,aten::fill_,"[[4, 3], []]",550
swin-small,1,,aten::fill_,"[[4, 49], []]",50
swin-small,1,,aten::fill_,"[[4, 4], []]",550
swin-small,1,,aten::fill_,"[[4, 7], []]",450
swin-small,1,,aten::fill_,"[[49, 3], []]",50
swin-small,1,,aten::fill_,"[[49, 49], []]",50
swin-small,1,,aten::fill_,"[[49, 4], []]",50
swin-small,1,,aten::fill_,"[[56, 56], []]",50
swin-small,1,,aten::fill_,"[[7, 3], []]",450
swin-small,1,,aten::fill_,"[[7, 4], []]",450
swin-small,1,,aten::fill_,"[[7, 7], []]",450
swin-small,1,,aten::flatten,"[[1, 768, 1, 1], [], []]",50
swin-small,1,,aten::gelu,"[[1, 14, 14, 1536], []]",900
swin-small,1,,aten::gelu,"[[1, 28, 28, 768], []]",100
swin-small,1,,aten::gelu,"[[1, 56, 56, 384], []]",100
swin-small,1,,aten::gelu,"[[1, 7, 7, 3072], []]",100
swin-small,1,,aten::index,"[[169, 12], []]",900
swin-small,1,,aten::index,"[[169, 24], []]",100
swin-small,1,,aten::index,"[[169, 3], []]",100
swin-small,1,,aten::index,"[[169, 6], []]",100
swin-small,1,,aten::layer_norm,"[[1, 14, 14, 384], [], [384], [384], [], []]",1800
swin-small,1,,aten::layer_norm,"[[1, 14, 14, 768], [], [768], [768], [], []]",50
swin-small,1,,aten::layer_norm,"[[1, 28, 28, 192], [], [192], [192], [], []]",200
swin-small,1,,aten::layer_norm,"[[1, 28, 28, 384], [], [384], [384], [], []]",50
swin-small,1,,aten::layer_norm,"[[1, 56, 56, 96], [], [96], [96], [], []]",250
